,output
469,"으뜸현장 만들기(자동차산업 특성과 현장개선)
(03909) 서울특별시 마포구 매봉산로 37 (상암동 DMC 산학협력연구센터) 1005호 
02-929-5095
jgn@smartdongs.com
56,430 원
총19시간"
470,"프레젠테이션, 어떻게 청중을 사로잡을 것인가?
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
50,490 원
총17시간"
471,"호감·공감·소통의 비즈니스 커뮤니케이션
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
50,490 원
총17시간"
472,"[필수교육] 의료기관 및 요양기관 종사자 CS 교육
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
129,580 원
총31시간"
473,"기업이윤 창출을 위한 원가회계
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
62,370 원
총21시간"
474,"루이비통 스토리, 사치가 아닌 가치를 담아라
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
50,490 원
총17시간"
475,"[마케팅전문가양성코스] 마케팅 분석과 STP 전략
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
50,490 원
총17시간"
476,"[원패스] 핵심공략 정보처리기사 실기 종합반
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
136,620 원
총46시간"
477,"[원패스] 사회복지사 1급 필기시험 대비 단과반(사회복지 정책론과 행정론)
(03909) 서울특별시 마포구 매봉산로 37 (상암동 DMC 산학협력연구센터) 1005호 
02-929-5095
jgn@smartdongs.com
204,930 원
총69시간"
478,"환자중심 의료직무 교육
(14222) 경기도 광명시 시청로 7 (철산동) 404호, 405호, 406호 
02-1670-3401
mo905@nayanet.kr
87,780 원
총21시간"
479,"[역사+] 박경리의 토지, 만화로 배우는 위기극복의 힘
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
50,490 원
총17시간"
480,"최진기의 지금 당장 경제학
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
50,490 원
총17시간"
481,"직무의 정석 - 커뮤니케이션
(06640) 서울특별시 서초구 사임당로 64 (서초동 교대벤처타워) 401호 
02-525-0602
sachoi@learningfactory.co.kr
104,720 원
총17시간"
482,"기업의 가치를 높이는 브랜드경영
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
50,490 원
총17시간"
483,"바리스타 2급 자격증 과정 + 라떼아트 기술 베이직 과정
(54546) 전라북도 익산시 무왕로 1085-1 (영등동) 3층 
063-858-3191
sjpyo6030@nate.com
554,400 원
총72시간"
484,"파이썬으로 시작하는 SQL 기초 문법 : 데이터 분석으로 똑똑하게 실무하기
(06252) 서울특별시 강남구 강남대로 324 (역삼동 역삼디오슈페리움) 2층 
070-7743-5882
sr.lee@modulabs.co.kr
150,000 원
총7시간"
485,"[핵집]전기(산업)기사 실기
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
77,220 원
총26시간"
486,"도배실무 및 자격증취득과정
(18411) 경기도 화성시 경기대로 1014 병점프라자 6층 604호 
031-225-2151
cys2151@naver.com
1,091,200 원
총160시간"
487,"매출을 올리는 패션샵 운영스킬
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
50,490 원
총17시간"
488,"보통 직장인을 위한 데이터 활용
(06242) 서울특별시 강남구 역삼로3길 17 (역삼동) 혜진빌딩 7층 
02-6953-3893
winspec01@specupad.com
56,430 원
총19시간"
489,"업무꿀팁, 기획력에 엣지를 세워라!
(150972) 서울특별시 영등포구 경인로 775 에이스하이테크시티 2동 1004호 
02-2635-6790
fe98@epasskorea.com
50,490 원
총17시간"
490,"음성인식 서비스 개발을 위한 딥러닝 프로젝트
(150972) 서울특별시 영등포구 경인로 775 에이스하이테크시티 2동 1004호 
02-2635-6790
fe98@epasskorea.com
161,000 원
총23시간"
491,"디지털 혁명과 휴먼케어
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
62,370 원
총21시간"
492,"속전속결! 문제해결과 의사결정 스킬
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
50,490 원
총17시간"
493,"[상위 1% 자격증] 경비지도사 3과목 경비업법
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
62,370 원
총21시간"
494,"굴착기 운전기능사 자격취득 과정 [실기]
(11415) 경기도 양주시 백은로 485-31 
031-836-4114
kbo3501@gmail.com
696,960 원
총96시간"
495,"메타버스 쉽게 이해하고 바로 활용하기
(06640) 서울특별시 서초구 사임당로 64 (서초동 교대벤처타워) 401호 
02-525-0602
sachoi@learningfactory.co.kr
56,430 원
총19시간"
496,"4차 산업혁명 시대의 새로운 비즈니스 모델
(06242) 서울특별시 강남구 역삼로3길 17 (역삼동) 혜진빌딩 7층 
02-6953-3893
winspec01@specupad.com
50,490 원
총17시간"
497,"성공 보고의 끝판왕, 스토리텔링 보고의 모든 것
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
50,490 원
총17시간"
498,"전기산업기사자격증(실기)
(47244) 부산광역시 부산진구 부전동 중앙대로 760 한우리빌딩 2층, 3층 
051-803-4500
icehead4500@nate.com
616,500 원
총90시간"
499,"[Office 365 엑셀] 함수와 매크로 활용능력 UP!
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
66,880 원
총16시간"
500,"[핵집]전기공사(산업)기사 필기
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
371,250 원
총125시간"
501,"식품위생안전에 기반한 식품가공 이론과 실무
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
71,060 원
총17시간"
502,"역사적 지도자 14인의 리더십 통찰
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
68,310 원
총23시간"
503,"나눔씨패스, 청소년상담사3급(이론+기출)(필수+청소년이해론)
(05392) 서울특별시 강동구 성내동 풍성로 98 3층 
02-6433-5905
kjob3@hanmail.net
415,800 원
총140시간"
504,"실전에서 빛나는 파워포인트 활용 스킬업(2013)
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
59,400 원
총20시간"
505,"기업의 지속적 성장에 기여하는 조직문화와 비즈니스 실무
(06640) 서울특별시 서초구 사임당로 64 (서초동 교대벤처타워) 401호 
02-525-0602
sachoi@learningfactory.co.kr
87,780 원
총21시간"
506,"뉴노멀 시대의 전략경영
(06640) 서울특별시 서초구 사임당로 64 (서초동 교대벤처타워) 401호 
02-525-0602
sachoi@learningfactory.co.kr
62,370 원
총21시간"
507,"회계 기초부터 전산회계1급 자격증 까지 C
(15360) 경기도 안산시 단원구 고잔2길 41 (고잔동 신양복합빌딩) 405~407호, 502호 
031-405-1255
ansan@himedia.co.kr
393,600 원
총60시간"
508,"전략적 조직운영을 위한 인사관리 실무
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
50,490 원
총17시간"
509,"쉽게 배우는 파워포인트 기초
(06736) 서울특별시 서초구 강남대로 216 (양재동 양재프라자) 2층 3호, 3층 
02-6929-0011
womez55@hanmail.net
144,000 원
총24시간"
510,"『세무회계 쪽집게 강의』 전산회계1급, 전산세무2급(더존 FAT, TAT) 자격증 취득과정
(06736) 서울특별시 서초구 강남대로 216 (양재동 양재프라자) 2층 3호, 3층 
02-6929-0011
womez55@hanmail.net
144,000 원
총24시간"
511,"왕초보 컴퓨터활용(윈도우, 인터넷, 한글)
(11670) 경기도 의정부시 신흥로258번길 35 (의정부동) 5층, 6층 7층 
031-836-0000
bukbu836@naver.com
234,000 원
총39시간"
512,"손에 쥐는 영어 회화 200% 즐기기 - 중급편 (1)
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
62,370 원
총21시간"
513,"글로벌 브랜드 크리에이션
(06640) 서울특별시 서초구 사임당로 64 (서초동 교대벤처타워) 401호 
02-525-0602
sachoi@learningfactory.co.kr
50,490 원
총17시간"
514,"만화로 배우는 알기 쉬운 경영기초-인적자원관리
(150972) 서울특별시 영등포구 경인로 775 에이스하이테크시티 2동 1004호 
02-2635-6790
fe98@epasskorea.com
50,490 원
총17시간"
515,"[핵집] 전기공사(산업)기사 실기
(06640) 서울특별시 서초구 사임당로 64 (서초동 교대벤처타워) 401호 
02-525-0602
sachoi@learningfactory.co.kr
77,220 원
총26시간"
516,"[원패스] 청소년상담사 3급 필기 (하)
(03909) 서울특별시 마포구 매봉산로 37 (상암동 DMC 산학협력연구센터) 1005호 
02-929-5095
jgn@smartdongs.com
228,690 원
총77시간"
517,"반복의 힘! 쉬운 영어 말하기 (2)
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
62,370 원
총21시간"
518,"보통 직장인을 위한 데이터 분석
(06640) 서울특별시 서초구 사임당로 64 (서초동 교대벤처타워) 401호 
02-525-0602
sachoi@learningfactory.co.kr
117,040 원
총19시간"
519,"[핵집]전기(산업/공사/공사산업)기사_회로이론(필기)
(06242) 서울특별시 강남구 역삼로3길 17 (역삼동) 혜진빌딩 7층 
02-6953-3893
winspec01@specupad.com
74,250 원
총25시간"
520,"[역사+] 불패의 전략_명량ㆍ한산ㆍ노량 그리고 이순신
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
50,490 원
총17시간"
521,"공동주택 ERP운영사 회계이론
(06693) 서울특별시 서초구 방배천로2길 15 (방배동) 오륜빌딩 5층 
02-533-6311
lim.kyoungil@etesys.co.kr
192,280 원
총46시간"
522,"[ChatGPT] 영업제안서 10분만에 생성하고 칼퇴하기
(06640) 서울특별시 서초구 사임당로 64 (서초동 교대벤처타워) 401호 
02-525-0602
sachoi@learningfactory.co.kr
62,370 원
총21시간"
523,"나눔씨패스, 청소년상담사2급(이론+기출)(필수+집단상담, 가족상담)
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
448,470 원
총151시간"
524,"[핵집]빅데이터 분석기사(필기)
(03909) 서울특별시 마포구 매봉산로 37 (상암동 DMC 산학협력연구센터) 1005호 
02-929-5095
jgn@smartdongs.com
193,050 원
총65시간"
525,"빅데이터 분석기사 필기, 금손되는 비법!
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
733,000 원
총81시간"
526,"바리스타2급자격취득+(홈)카페음료
(38620) 경상북도 경산시 경안로 244 (중방동) 2층 
053-814-9910
qhtjd0287@naver.com
616,000 원
총80시간"
527,"요양보호사 자격증취득과정
(47357) 부산광역시 부산진구 범일로 190 7층(범천동, 도문빌딩) 
051-993-5000
highljm2002@naver.com
720,000 원
총320시간"
528,"실무자를 위한 자동차 부품원가
(03909) 서울특별시 마포구 매봉산로 37 (상암동 DMC 산학협력연구센터) 1005호 
02-929-5095
jgn@smartdongs.com
53,460 원
총18시간"
529,"[영업전문가양성코스] 영업기획과 영업활동관리
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
50,490 원
총17시간"
530,"PN junction 이해하기
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
50,490 원
총17시간"
531,"[원패스] 손해평가사 1차 종합반
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
240,570 원
총81시간"
532,"의료서비스 실전 직무교육
(08389) 서울특별시 구로구 디지털로30길 28 (구로동 마리오타워) 5층 509호 
02-1544-6394
jvc@trisys.co.kr
62,370 원
총21시간"
533,"메타버스가 여는 새로운 세상
(03909) 서울특별시 마포구 매봉산로 37 (상암동 DMC 산학협력연구센터) 1005호 
02-929-5095
jgn@smartdongs.com
62,370 원
총21시간"
534,"실무에 바로 쓰는 산업기술보호
(03909) 서울특별시 마포구 매봉산로 37 (상암동 DMC 산학협력연구센터) 1005호 
02-929-5095
jgn@smartdongs.com
56,430 원
총19시간"
535,"비전공자도 쉽게 배우는 앱개발 종합반
(06242) 서울특별시 강남구 역삼로3길 17 (역삼동) 혜진빌딩 7층 
02-6953-3893
winspec01@specupad.com
68,310 원
총23시간"
536,"Tip! Tok! 병원직무교육
(06242) 서울특별시 강남구 역삼로3길 17 (역삼동) 혜진빌딩 7층 
02-6953-3893
winspec01@specupad.com
83,600 원
총20시간"
537,"탈중앙화 글로벌 금융 네트워크(비트코인)의 이해
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
100,980 원
총34시간"
538,"[시각편집디자인] 그래픽 포토샵 기초부터 실무테크닉(GTQ, 아트웍)
(03192) 서울특별시 종로구 수표로 96 (관수동 국일관드림펠리스) 2층, 5층 일부 그린컴퓨터아트학원 
02-722-2111
darker75@gmail.com
269,880 원
총39시간"
539,"[전사원 UP!] 빅데이터로 관통하는 4차산업의 미래
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
59,400 원
총20시간"
540,"무작정 따라하기 엑셀 2013
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
59,400 원
총20시간"
541,"실무를 위한 인사급여지급(급여계산+4대보험관리+원천징수+연말정산) A
(15360) 경기도 안산시 단원구 고잔2길 41 (고잔동 신양복합빌딩) 405~407호, 502호 
031-405-1255
ansan@himedia.co.kr
255,300 원
총30시간"
542,"소방시설관리사-화재안전기술기준(NFTC)/성능기준(NFPC)
(47331) 부산광역시 부산진구 대학로 3 601호 
070-4821-5101
kiedu@kiedu.co.kr
193,050 원
총65시간"
543,"기획을 바꾸는 새로운 감각, 트렌드 코드로 핵심 전략 만들기
(47297) 부산광역시 부산진구 전포대로199번길 15 (전포동 현대타워) 701호 
051-518-5255
runplus@hanmail.net
56,430 원
총19시간"
544,"애견미용사 3급 자격증과정
(05245) 서울특별시 강동구 올림픽로 697 B동 2층 
02-489-2922
santa0331@naver.com
2,912,800 원
총440시간"
545,"모두를 위한 Excel 2019
(10403) 경기도 고양시 일산동구 정발산로 24 T3- 703,704호(장항동, 웨스턴타워) 
031-908-1448
mjchoi@edupure.net
62,370 원
총21시간"
546,"직무의 정석- 커뮤니케이션
(14222) 경기도 광명시 시청로 7 (철산동) 404호, 405호, 406호 
02-1670-3401
mo905@nayanet.kr
50,490 원
총17시간"
